participant,blockID,trialID,condition,screenID,leftImage,rightImage,cue,congruency,correctObject,response,acc,rt
14,3,14,retro,memory,image335,image151,left,congruent,NA,left,TRUE,1271.5
14,3,14,retro,memory,image298,image250,right,incongruent,NA,right,FALSE,1197.2999999970198
14,3,14,retro,retrieval,NA,NA,NA,congruent,image335,image335,TRUE,2523.5
14,3,14,retro,retrieval,NA,NA,NA,incongruent,image419,image298,FALSE,2451.1999999955297
14,3,14,retro,retrieval,NA,NA,NA,incongruent,image250,image21,FALSE,1837.7000000029802
14,3,15,retro,memory,image305,image343,right,incongruent,NA,left,TRUE,894.1000000014901
14,3,15,retro,memory,image423,image380,right,incongruent,NA,right,FALSE,1040.9000000059605
14,3,15,retro,memory,image83,image156,right,congruent,NA,right,TRUE,993
14,3,15,retro,retrieval,NA,NA,NA,congruent,image156,image156,TRUE,3062.6999999955297
14,3,15,retro,retrieval,NA,NA,NA,incongruent,image380,image380,TRUE,3182.60000000149
14,3,15,retro,retrieval,NA,NA,NA,incongruent,image343,image305,FALSE,7396.89999999851
14,3,16,retro,memory,image187,image139,right,congruent,NA,right,TRUE,1033.6000000014901
14,3,16,retro,memory,image251,image426,left,congruent,NA,left,TRUE,970.5
14,3,16,retro,memory,image306,image38,right,congruent,NA,right,TRUE,1041.7999999970198
14,3,16,retro,retrieval,NA,NA,NA,congruent,image139,image139,TRUE,2755.60000000149
14,3,16,retro,retrieval,NA,NA,NA,congruent,image251,image251,TRUE,1356.1999999955297
14,3,16,retro,retrieval,NA,NA,NA,congruent,image38,image38,TRUE,1821.2999999970198
14,3,17,retro,memory,image199,image403,right,incongruent,NA,left,TRUE,1324.5
14,3,17,retro,memory,image106,image102,right,incongruent,NA,right,FALSE,918
14,3,17,retro,memory,image150,image169,right,incongruent,NA,left,TRUE,1026.6999999955297
14,3,17,retro,retrieval,NA,NA,NA,incongruent,image403,image403,TRUE,1897.1000000014901
14,3,17,retro,retrieval,NA,NA,NA,incongruent,image102,image102,TRUE,2092.7000000029802
14,3,17,retro,retrieval,NA,NA,NA,incongruent,image169,image360,FALSE,2641.8000000044703
14,3,18,retro,memory,image290,image360,left,congruent,NA,left,TRUE,946.7000000029802
14,3,18,retro,memory,image95,image237,left,congruent,NA,left,TRUE,944.2999999970198
14,3,18,retro,memory,image398,image272,left,incongruent,NA,right,TRUE,986.8999999985099
14,3,18,retro,retrieval,NA,NA,NA,incongruent,image398,image398,TRUE,1334.6000000014901
14,3,18,retro,retrieval,NA,NA,NA,congruent,image290,image126,FALSE,6676.39999999851
14,3,18,retro,retrieval,NA,NA,NA,congruent,image95,image272,FALSE,2014.2999999970198
14,3,19,retro,memory,image136,image411,right,congruent,NA,NULL,FALSE,NA
14,3,19,retro,memory,image124,image417,right,congruent,NA,left,FALSE,1046.9000000059605
14,3,19,retro,memory,image172,image29,right,incongruent,NA,left,TRUE,1318.6000000014901
14,3,19,retro,retrieval,NA,NA,NA,incongruent,image29,image172,FALSE,2525.7000000029802
14,3,19,retro,retrieval,NA,NA,NA,congruent,image411,image411,TRUE,1821.6999999955297
14,3,19,retro,retrieval,NA,NA,NA,congruent,image417,image124,FALSE,1517.8999999985099
14,3,20,retro,memory,image261,image428,right,incongruent,NA,left,TRUE,874.3999999985099
14,3,20,retro,memory,image82,image431,right,congruent,NA,right,TRUE,1054
14,3,20,retro,memory,image307,image378,right,congruent,NA,left,FALSE,1048.2999999970198
14,3,20,retro,retrieval,NA,NA,NA,congruent,image378,image378,TRUE,1558.4000000059605
14,3,20,retro,retrieval,NA,NA,NA,incongruent,image428,image428,TRUE,3968.7999999970198
14,3,20,retro,retrieval,NA,NA,NA,congruent,image431,image431,TRUE,4643.29999999702
43,1,1,retro,memory,image30,image425,right,incongruent,NA,left,TRUE,1680
43,1,1,retro,memory,image371,image342,left,congruent,NA,left,TRUE,1919.800000000745
43,1,1,retro,memory,image53,image325,right,incongruent,NA,left,TRUE,1953.6000000014901
43,1,1,retro,retrieval,NA,NA,NA,incongruent,image425,image425,TRUE,3363.599999997765
43,1,1,retro,retrieval,NA,NA,NA,incongruent,image325,image371,FALSE,5353.39999999851
43,1,1,retro,retrieval,NA,NA,NA,congruent,image371,image325,FALSE,6710.89999999851
43,1,2,retro,memory,image257,image303,right,congruent,NA,left,FALSE,1814.8999999985099
43,1,2,retro,memory,image307,image357,right,congruent,NA,right,TRUE,1754.3999999985099
43,1,2,retro,memory,image392,image140,right,congruent,NA,right,TRUE,1654.699999999255
43,1,2,retro,retrieval,NA,NA,NA,congruent,image140,image140,TRUE,1906.7999999970198
43,1,2,retro,retrieval,NA,NA,NA,congruent,image303,image392,FALSE,4392.900000002235
43,1,2,retro,retrieval,NA,NA,NA,congruent,image357,image357,TRUE,1290.1000000014901
43,1,3,retro,memory,image280,image229,left,incongruent,NA,NULL,FALSE,NA
43,1,3,retro,memory,image407,image178,right,incongruent,NA,left,TRUE,1851.800000000745
43,1,3,retro,memory,image20,image349,left,congruent,NA,left,TRUE,1841
43,1,3,retro,retrieval,NA,NA,NA,congruent,image20,image20,TRUE,1001.3000000007451
43,1,3,retro,retrieval,NA,NA,NA,incongruent,image280,image407,FALSE,7764.800000000745
43,1,3,retro,retrieval,NA,NA,NA,incongruent,image178,image280,FALSE,6867.5
43,1,4,retro,memory,image94,image245,right,incongruent,NA,left,TRUE,1630.5999999977648
43,1,4,retro,memory,image308,image68,left,congruent,NA,left,TRUE,1590.699999999255
43,1,4,retro,memory,image328,image424,left,congruent,NA,left,TRUE,1833.300000000745
43,1,4,retro,retrieval,NA,NA,NA,congruent,image328,image328,TRUE,2084.199999999255
43,1,4,retro,retrieval,NA,NA,NA,congruent,image308,image308,TRUE,2470.699999999255
43,1,4,retro,retrieval,NA,NA,NA,incongruent,image245,image328,FALSE,6493.800000000745
43,1,5,retro,memory,image93,image255,left,congruent,NA,NULL,FALSE,NA
43,1,5,retro,memory,image187,image19,left,incongruent,NA,NULL,FALSE,NA
43,1,5,retro,memory,image263,image306,right,incongruent,NA,left,TRUE,1568.199999999255
43,1,5,retro,retrieval,NA,NA,NA,incongruent,image306,image306,TRUE,1218.8999999985099
43,1,5,retro,retrieval,NA,NA,NA,congruent,image93,image93,TRUE,4162.60000000149
43,1,5,retro,retrieval,NA,NA,NA,incongruent,image187,image93,FALSE,634.7000000029802
43,1,6,retro,memory,image400,image301,left,congruent,NA,left,TRUE,1648.5999999977648
43,1,6,retro,memory,image302,image189,right,incongruent,NA,left,TRUE,1645.5
43,1,6,retro,memory,image2,image248,right,incongruent,NA,left,TRUE,1625.8999999985099
43,1,6,retro,retrieval,NA,NA,NA,congruent,image400,image400,TRUE,2851.5
43,1,6,retro,retrieval,NA,NA,NA,incongruent,image248,image189,FALSE,8006.300000000745
43,1,6,retro,retrieval,NA,NA,NA,incongruent,image189,image248,FALSE,6256.5
43,1,7,retro,memory,image177,image35,left,congruent,NA,left,TRUE,1460.300000000745
43,1,7,retro,memory,image197,image83,left,incongruent,NA,NULL,FALSE,NA
43,1,7,retro,memory,image63,image98,left,incongruent,NA,right,TRUE,1872.300000000745
43,1,7,retro,retrieval,NA,NA,NA,incongruent,image197,image197,TRUE,2450.39999999851
43,1,7,retro,retrieval,NA,NA,NA,congruent,image177,image177,TRUE,2694.5
43,1,7,retro,retrieval,NA,NA,NA,incongruent,image63,NULL,FALSE,NA
43,1,8,retro,memory,image129,image91,right,incongruent,NA,left,TRUE,1745.2999999970198
43,1,8,retro,memory,image272,image205,left,congruent,NA,left,TRUE,1755
43,1,8,retro,memory,image156,image77,left,congruent,NA,left,TRUE,1949.5
43,1,8,retro,retrieval,NA,NA,NA,congruent,image272,image272,TRUE,2090.900000002235
43,1,8,retro,retrieval,NA,NA,NA,incongruent,image91,image77,FALSE,4908.800000000745
43,1,8,retro,retrieval,NA,NA,NA,congruent,image156,image156,TRUE,1742.2000000029802
43,1,9,retro,memory,image43,image356,right,congruent,NA,right,TRUE,1958.0999999977648
43,1,9,retro,memory,image363,image304,left,congruent,NA,NULL,FALSE,NA
43,1,9,retro,memory,image153,image313,left,incongruent,NA,right,TRUE,1671.6000000014901
43,1,9,retro,retrieval,NA,NA,NA,congruent,image363,image79,FALSE,5296
43,1,9,retro,retrieval,NA,NA,NA,congruent,image356,image356,TRUE,974
43,1,9,retro,retrieval,NA,NA,NA,incongruent,image153,image153,TRUE,1832.699999999255
43,1,10,retro,memory,image21,image391,left,congruent,NA,left,TRUE,1544.5
43,1,10,retro,memory,image95,image191,right,incongruent,NA,NULL,FALSE,NA
43,1,10,retro,memory,image72,image218,right,incongruent,NA,left,TRUE,1754.1000000014901
43,1,10,retro,retrieval,NA,NA,NA,incongruent,image191,image191,TRUE,3574.900000002235
43,1,10,retro,retrieval,NA,NA,NA,congruent,image21,image21,TRUE,1306.9000000022352
43,1,10,retro,retrieval,NA,NA,NA,incongruent,image218,image391,FALSE,2982.900000002235
43,1,11,retro,memory,image382,image405,right,congruent,NA,right,TRUE,1613.4000000022352
43,1,11,retro,memory,image213,image120,right,incongruent,NA,left,TRUE,1784.199999999255
43,1,11,retro,memory,image254,image47,right,congruent,NA,right,TRUE,1629.1000000014901
43,1,11,retro,retrieval,NA,NA,NA,incongruent,image120,image120,TRUE,2775.900000002235
43,1,11,retro,retrieval,NA,NA,NA,congruent,image405,image405,TRUE,1376.8999999985099
43,1,11,retro,retrieval,NA,NA,NA,congruent,image47,image47,TRUE,3897.5
43,1,12,retro,memory,image416,image399,left,incongruent,NA,right,TRUE,1181.5999999977648
43,1,12,retro,memory,image12,image8,right,incongruent,NA,left,TRUE,1476.3999999985099
43,1,12,retro,memory,image190,image102,left,congruent,NA,NULL,FALSE,NA
43,1,12,retro,retrieval,NA,NA,NA,incongruent,image8,image8,TRUE,1460.3999999985099
43,1,12,retro,retrieval,NA,NA,NA,incongruent,image416,image416,TRUE,2519.10000000149
43,1,12,retro,retrieval,NA,NA,NA,congruent,image190,image190,TRUE,1160.6000000014901
43,1,13,retro,memory,image327,image159,left,congruent,NA,left,TRUE,1423
43,1,13,retro,memory,image288,image32,right,incongruent,NA,left,TRUE,1618.6000000014901
43,1,13,retro,memory,image415,image115,left,incongruent,NA,NULL,FALSE,NA
43,1,13,retro,retrieval,NA,NA,NA,congruent,image327,image327,TRUE,2751.699999999255
43,1,13,retro,retrieval,NA,NA,NA,incongruent,image32,image32,TRUE,1979
43,1,13,retro,retrieval,NA,NA,NA,incongruent,image415,image415,TRUE,4554
43,1,14,retro,memory,image9,image324,left,incongruent,NA,NULL,FALSE,NA
43,1,14,retro,memory,image351,image380,right,congruent,NA,NULL,FALSE,NA
43,1,14,retro,memory,image107,image118,right,congruent,NA,right,TRUE,1548.1000000014901
43,1,14,retro,retrieval,NA,NA,NA,incongruent,image9,image380,FALSE,3101.300000000745
43,1,14,retro,retrieval,NA,NA,NA,congruent,image118,image118,TRUE,1889.5
43,1,14,retro,retrieval,NA,NA,NA,congruent,image380,image351,FALSE,2167.10000000149
43,1,15,retro,memory,image186,image141,right,congruent,NA,right,TRUE,1917.1000000014901
43,1,15,retro,memory,image106,image31,left,congruent,NA,left,TRUE,1768
43,1,15,retro,memory,image297,image286,left,congruent,NA,NULL,FALSE,NA
43,1,15,retro,retrieval,NA,NA,NA,congruent,image141,image141,TRUE,2374.5
43,1,15,retro,retrieval,NA,NA,NA,congruent,image106,image106,TRUE,4487.300000000745
43,1,15,retro,retrieval,NA,NA,NA,congruent,image297,image297,TRUE,2160.699999999255
43,1,16,retro,memory,image126,image326,left,incongruent,NA,right,TRUE,1531.4000000022352
43,1,16,retro,memory,image335,image152,left,congruent,NA,left,TRUE,1558.199999999255
43,1,16,retro,memory,image396,image330,right,incongruent,NA,left,TRUE,1542
43,1,16,retro,retrieval,NA,NA,NA,incongruent,image330,image330,TRUE,1169.8999999985099
43,1,16,retro,retrieval,NA,NA,NA,incongruent,image126,image396,FALSE,5313.599999997765
43,1,16,retro,retrieval,NA,NA,NA,congruent,image335,image335,TRUE,1084
43,1,17,retro,memory,image323,image157,right,incongruent,NA,left,TRUE,1615.6000000014901
43,1,17,retro,memory,image398,image39,left,incongruent,NA,right,TRUE,1545.5
43,1,17,retro,memory,image216,image234,right,congruent,NA,NULL,FALSE,NA
43,1,17,retro,retrieval,NA,NA,NA,incongruent,image398,image398,TRUE,1628.699999999255
43,1,17,retro,retrieval,NA,NA,NA,congruent,image234,image234,TRUE,2153.199999999255
43,1,17,retro,retrieval,NA,NA,NA,incongruent,image157,image157,TRUE,1817.9000000022352
43,1,18,retro,memory,image337,image214,right,incongruent,NA,left,TRUE,1697.5
43,1,18,retro,memory,image414,image147,left,incongruent,NA,right,TRUE,1999
43,1,18,retro,memory,image239,image60,right,incongruent,NA,left,TRUE,1768.7000000029802
43,1,18,retro,retrieval,NA,NA,NA,incongruent,image214,image147,FALSE,4205.5
43,1,18,retro,retrieval,NA,NA,NA,incongruent,image414,image214,FALSE,3003.800000000745
43,1,18,retro,retrieval,NA,NA,NA,incongruent,image60,image239,FALSE,1233.9000000022352
43,1,19,retro,memory,image384,image355,right,incongruent,NA,left,TRUE,1627.1000000014901
43,1,19,retro,memory,image182,image200,left,incongruent,NA,NULL,FALSE,NA
43,1,19,retro,memory,image247,image307,right,congruent,NA,NULL,FALSE,NA
43,1,19,retro,retrieval,NA,NA,NA,incongruent,image182,image182,TRUE,2013.300000000745
43,1,19,retro,retrieval,NA,NA,NA,congruent,image307,image384,FALSE,4107
43,1,19,retro,retrieval,NA,NA,NA,incongruent,image355,image200,FALSE,3558
43,1,20,retro,memory,image314,image420,right,incongruent,NA,left,TRUE,1696.199999999255
43,1,20,retro,memory,image238,image342,left,congruent,NA,NULL,FALSE,NA
43,1,20,retro,memory,image149,image228,left,congruent,NA,NULL,FALSE,NA
43,1,20,retro,retrieval,NA,NA,NA,congruent,image238,image238,TRUE,5685.800000000745
43,1,20,retro,retrieval,NA,NA,NA,congruent,image149,image149,TRUE,1570.800000000745
43,1,20,retro,retrieval,NA,NA,NA,incongruent,image420,image314,FALSE,1856.3999999985099
43,2,1,control,memory,image26,image58,right,congruent,NA,right,TRUE,1481.1000000014901
43,2,1,control,memory,image100,image26,left,congruent,NA,NULL,FALSE,NA
43,2,1,control,memory,image320,image26,left,incongruent,NA,right,TRUE,1474.300000000745
43,2,1,control,retrieval,NA,NA,NA,incongruent,image320,image320,TRUE,1313.2000000029802
43,2,1,control,retrieval,NA,NA,NA,congruent,image100,image100,TRUE,1983
43,2,1,control,retrieval,NA,NA,NA,congruent,image58,image58,TRUE,1384.4000000022352
43,2,2,control,memory,image26,image34,right,incongruent,NA,left,TRUE,1338.3999999985099
43,2,2,control,memory,image64,image26,left,incongruent,NA,right,TRUE,1373.6000000014901
43,2,2,control,memory,image26,image424,right,incongruent,NA,NULL,FALSE,NA
43,2,2,control,retrieval,NA,NA,NA,incongruent,image34,image34,TRUE,1810.199999999255
43,2,2,control,retrieval,NA,NA,NA,incongruent,image424,image424,TRUE,1958.199999999255
43,2,2,control,retrieval,NA,NA,NA,incongruent,image64,image64,TRUE,744.9000000022352
43,2,3,control,memory,image26,image408,right,congruent,NA,right,TRUE,1863.9000000022352
43,2,3,control,memory,image26,image169,right,incongruent,NA,NULL,FALSE,NA
43,2,3,control,memory,image419,image26,left,incongruent,NA,right,TRUE,1603.699999999255
43,2,3,control,retrieval,NA,NA,NA,incongruent,image169,image169,TRUE,1951.3999999985099
43,2,3,control,retrieval,NA,NA,NA,incongruent,image419,image419,TRUE,1529.2000000029802
43,2,3,control,retrieval,NA,NA,NA,congruent,image408,image408,TRUE,1537.800000000745
43,2,4,control,memory,image193,image26,left,incongruent,NA,right,TRUE,1774.7999999970198
43,2,4,control,memory,image26,image273,right,incongruent,NA,left,TRUE,1426.2000000029802
43,2,4,control,memory,image103,image26,left,incongruent,NA,right,TRUE,1384
43,2,4,control,retrieval,NA,NA,NA,incongruent,image273,image273,TRUE,1580.699999999255
43,2,4,control,retrieval,NA,NA,NA,incongruent,image103,image321,FALSE,3396.10000000149
43,2,4,control,retrieval,NA,NA,NA,incongruent,image193,image193,TRUE,4559
43,2,5,control,memory,image26,image394,right,congruent,NA,right,TRUE,1399.8999999985099
43,2,5,control,memory,image163,image26,left,congruent,NA,left,TRUE,1695
43,2,5,control,memory,image26,image10,right,congruent,NA,right,TRUE,1290.7999999970198
43,2,5,control,retrieval,NA,NA,NA,congruent,image394,image394,TRUE,2391.800000000745
43,2,5,control,retrieval,NA,NA,NA,congruent,image163,image163,TRUE,4410.5
43,2,5,control,retrieval,NA,NA,NA,congruent,image10,image10,TRUE,1658
43,2,6,control,memory,image223,image26,left,incongruent,NA,right,TRUE,1834.699999999255
43,2,6,control,memory,image178,image26,left,incongruent,NA,right,TRUE,1471.9000000022352
43,2,6,control,memory,image26,image425,right,incongruent,NA,left,TRUE,1589.1000000014901
43,2,6,control,retrieval,NA,NA,NA,incongruent,image425,image425,TRUE,1074.300000000745
43,2,6,control,retrieval,NA,NA,NA,incongruent,image178,image178,TRUE,1583.699999999255
43,2,6,control,retrieval,NA,NA,NA,incongruent,image223,image223,TRUE,1295.4000000022352
43,2,7,control,memory,image292,image26,left,congruent,NA,left,TRUE,1338.6000000014901
43,2,7,control,memory,image215,image26,left,incongruent,NA,right,TRUE,1248.199999999255
43,2,7,control,memory,image26,image370,right,incongruent,NA,left,TRUE,1357.800000000745
43,2,7,control,retrieval,NA,NA,NA,incongruent,image215,image215,TRUE,3372.599999997765
43,2,7,control,retrieval,NA,NA,NA,incongruent,image370,image292,FALSE,2441.599999997765
43,2,7,control,retrieval,NA,NA,NA,congruent,image292,image370,FALSE,5868.300000000745
43,2,8,control,memory,image133,image26,left,incongruent,NA,right,TRUE,1702.2000000029802
43,2,8,control,memory,image308,image26,left,congruent,NA,left,TRUE,1140.199999999255
43,2,8,control,memory,image26,image23,right,congruent,NA,right,TRUE,1233.300000000745
43,2,8,control,retrieval,NA,NA,NA,congruent,image308,image308,TRUE,1777
43,2,8,control,retrieval,NA,NA,NA,congruent,image23,image23,TRUE,1361.300000000745
43,2,8,control,retrieval,NA,NA,NA,incongruent,image133,image133,TRUE,3956.89999999851
43,2,9,control,memory,image26,image104,right,congruent,NA,right,TRUE,1828.199999999255
43,2,9,control,memory,image26,image391,right,incongruent,NA,left,TRUE,1205.9000000022352
43,2,9,control,memory,image187,image26,left,incongruent,NA,NULL,FALSE,NA
43,2,9,control,retrieval,NA,NA,NA,congruent,image104,image391,FALSE,2051.599999997765
43,2,9,control,retrieval,NA,NA,NA,incongruent,image187,image116,FALSE,4952.29999999702
43,2,9,control,retrieval,NA,NA,NA,incongruent,image391,image104,FALSE,993.1000000014901
43,2,10,control,memory,image321,image26,left,incongruent,NA,right,TRUE,1365.3999999985099
43,2,10,control,memory,image412,image26,left,congruent,NA,left,TRUE,1061.5
43,2,10,control,memory,image26,image397,right,congruent,NA,right,TRUE,1309.1000000014901
43,2,10,control,retrieval,NA,NA,NA,congruent,image412,image412,TRUE,1681.5999999977648
43,2,10,control,retrieval,NA,NA,NA,incongruent,image321,image349,FALSE,4036
43,2,10,control,retrieval,NA,NA,NA,congruent,image397,image397,TRUE,1194.300000000745
43,2,11,control,memory,image269,image26,left,incongruent,NA,right,TRUE,1672.3999999985099
43,2,11,control,memory,image26,image222,right,incongruent,NA,left,TRUE,1841
43,2,11,control,memory,image26,image290,right,congruent,NA,right,TRUE,1630.1000000014901
43,2,11,control,retrieval,NA,NA,NA,congruent,image290,image290,TRUE,969
43,2,11,control,retrieval,NA,NA,NA,incongruent,image269,image269,TRUE,8614.79999999702
43,2,11,control,retrieval,NA,NA,NA,incongruent,image222,image222,TRUE,1329.7999999970198
